Story Heading,Story Excerpt,Section,Date,Source
Sindh human rights secretary facing corruption case goes missing,The senior bureaucrat had left his Karachi residence for his office but did not return home police say quoting family.,Pakistan,11-1-2020,all
'Bail does not mean you have been acquitted' Awan tells Rana Sanaullah,"Govt spokesperson asks PML-N leader to ""stop using the Holy Quran for your publicity and to proclaim innocence"".",Pakistan,11-1-2020,all
Mansha Pasha and Junaid Khan's Kahay Dil Jidher just released a teaser trailer,The upcoming flick stars Pasha as a journalist on a mission and Khan in the role of a fearless cop.,Pakistan,11-1-2020,all
Eman Suleman's wedding festivities have kicked off,And they're exactly how we thought they'd be: simple and small with family friends and friends like family.,Pakistan,11-1-2020,all
We scope out the best food at Karachi Eat 2020 so you don't have to,Here's which food items will make braving the cold to attend the festival worth your while.,Pakistan,11-1-2020,all
PM Imran demands 'immediate report' on Quetta blast hails martyred DSP as 'brave and exemplary' officer,A deadly blast took place in a Quetta mosque on Friday killing 15 people.,Pakistan,11-1-2020,all
US issues travel alert for polio-endemic Asian countries including Pakistan,Level 2 guidelines require visitors to show proof of polio vaccination before traveling to the US.,Pakistan,11-1-2020,all
Army chief Gen Bajwa offers Australia assistance in battling bushfires,During the meeting matters of mutual interest and regional security were discussed said a press release from the ISPR.,Pakistan,11-1-2020,all
In the court of public opinion PML-N and PPP will bleed political capital,No one will miss the year 2019 and its multiple failings that kept the political pot boiling.,Pakistan,11-1-2020,all
Market regulator launches one-stop-shop in KP Balochistan,The SECP’s eServices have already been integrated with FBR and EOBI.,Newspaper,11-1-2020,all
10 banks sign pact to create Pakistan Corporate Restructuring Company Ltd,The CRC will help the government revive sick industrial units.,Newspaper,11-1-2020,all
Stocks surge 684 points tossing index to 17-month high,The market has witnessed a spectacular rally that has carried it up by 50pc in fewer than five months.,Newspaper,11-1-2020,all
Woman presenter wins equal pay case against BBC,Ahmed who argued she was owed almost  £700000 ($914000 or 825000 euros) in back pay welcomes the ruling.,Newspaper,11-1-2020,all
Meghan returns to Canada amid royal storm,A palace source says the queen instructed aides to work with Meghan Harry and the govt “to find workable solutions”.,Newspaper,11-1-2020,all
China mourns as Yangtze River’s paddlefish declared extinct,Chinese internet users and media outlets have been paying tribute to the hefty creature.,Newspaper,11-1-2020,all
Boeing worker felt 737 Max plane was ‘designed by clowns’,The messages also show attempts to duck regulatory scrutiny with employees ridiculing the plane.,Newspaper,11-1-2020,all
Puzzlement in Ethiopia as Trump claims hand in Nobel prize,Ethiopia’s Prime Minister Abiy Ahmed accepted the prize in December for making peace with longtime rival Eritrea.,Newspaper,11-1-2020,all
US House votes to curb Trump’s war powers on Iran,The mostly symbolic but politically charged vote 224 to 194 was largely along party lines.,Newspaper,11-1-2020,all
Mailbox,I found the article inspiring and motivating. The writer said that the tongue is a good servant but a terrible master,Newspaper,11-1-2020,all
Story time: Twins yet worlds apart,Zara and Sara were twin sisters based out of Karachi. They were in their tenth year since birth with Zara being...,Newspaper,11-1-2020,all
Art Corner,Art Corner,Newspaper,11-1-2020,all
Opinion: Reading is a wonderful hobby,For me a warm comfortable chair a mug of coffee sunlight slowly cascading through the closed curtains and a book...,Newspaper,11-1-2020,all
The weekly weird,David Whipple from Utah (US) said he bought McDonald’s burger July 7 1999 at the McDonald’s in Logan Utah to use,Newspaper,11-1-2020,all
Spotlight,A new Japanese trailer for the upcoming Sonic the Hedgehog movie introduces a younger version of the blue speedster,Newspaper,11-1-2020,all
Wonder Craft: Felt photo frame,Photo frames never go out of fashion and are always enticing whether you buy it from a shop or make one for...,Newspaper,11-1-2020,all
Movie review: Spies in Disguise,With 2020 becoming old news it’s the right time to talk about last year’s last film — Spies In Disguise....,Newspaper,11-1-2020,all
Poet's Corner,Poet's Corner,Newspaper,11-1-2020,all
Story time: A gift for safekeeping,“Can you keep this box safely for me and could you please bring it back tomorrow?” Adnan asked Sameer after...,Newspaper,11-1-2020,all
Internet’s animal celebrities,There are many national and international celebrities that we love and get inspiration from. They have their ...,Newspaper,11-1-2020,all
Ghizer’s frozen lake hosts winter sports competitions,The sports competitions included football ice hockey and ice skating.,Pakistan,11-1-2020,all
High court moved for contempt proceedings against PA speaker,Lawyer claims special secy reappointed after court declared appointment illegal.,Pakistan,11-1-2020,all
Fiancée got Sikh youth killed claim police,Official says the suspect hired hitmen for Rs700000 to kill her fiancée.,Pakistan,11-1-2020,all
Illegal Pakistani immigrants in Bosnia refuse to return Senate body told,Around 3000 immigrants detained at a camp are waiting to escape into Europe ministry official says.,Pakistan,11-1-2020,all
Two arrested for ‘gang rape’,Usman Buzdar takes notice of the rape directs the police officials concerned to ensure justice to the victim’s family.,Pakistan,11-1-2020,all
PM’s nephew caught in accident row,The video shows Niazi exchanging harsh words with a car driver and kicking the car in the presence of two policemen.,Pakistan,11-1-2020,all
Varsities’ illegal sub-campuses barred from working,The Punjab Higher Education Department writes letters to the chairmen of the board of governors of the universities.,Pakistan,11-1-2020,all
17 magistrates removed for inefficient price control,The DC issued a strict warning regarding officers who are inefficient and negligent of their duties.,Pakistan,11-1-2020,all
US travel alert for polio-endemic  Asian countries,Level 2 guidelines require visitors to show proof of polio vaccination.,Pakistan,30-1-2020,all
Transporters’ strike against fines continues,The transporters say that they have decided to halt the cargo supplies as a last resort.,Pakistan,11-1-2020,all
Celebrities join hands against child abuse urge govt to implement laws,Urge the government to implement laws appoint trained staff at hospitals to handle cases of child abuse.,Pakistan,11-1-2020,all
Gourmands descend upon Clifton park as Karachi Eat 2020 opens,The annual event at Beach View Park will continue till Sunday.,Pakistan,11-1-2020,all
Two minor brothers shot dead in Sohrab Goth ‘revenge killing’,Police say the suspects wanted to kill the children’s father who had murdered someone in Shahdadkot.,Pakistan,11-1-2020,all
Mayor threatens  PTI of withdrawal of MQM-P’s support,Says the MQM-P is not going to repeat the mistakes committed in the past.,Pakistan,11-1-2020,all
CJP berates CAA officials for lack of facilities at airports,SC says currency weapons contraband being smuggled from airports but no video is found whenever suspects are caught.,Pakistan,11-1-2020,all
PMA calls for proper probe  into NICH incubator fire,Says the closure of oxygen supply could have saved the child.,Pakistan,11-1-2020,all
Today I am proudly Iranian,Outrage at America’s overseas rampages is joining together peoples with hugely different thoughts and beliefs.,Pakistan,11-1-2020,all
Nadal recovers from upset loss to help Spain reach semis,Spain will now play host nation Australia in the inaugural event.,Newspaper,11-1-2020,all
Dhoni may quit ODIs but likely to feature in T20 World Cup says Shastri,Former India captain has steadfastly refused to elaborate on his future and is set to return to action at IPL.,Newspaper,11-1-2020,all
Rahul Dhawan steer India to T20 series win over Lankans,Paceman Navdeep Saini claims three wickets to help dismiss Sri Lanka for 123 in 15.5 overs.,Newspaper,11-1-2020,all
PSL franchises ask PCB for financial relief to cover losses,PCB will be saving a lot of money as they will not have to spend millions of rupees in hiring stadiums in UAE.,Newspaper,11-1-2020,all
Pakistan lost $120bn to America’s war: JI chief,Demands formation of a commission to hold responsible those who previously threw the country into the America’s war.,Pakistan,11-1-2020,all
Australian defence official calls on COAS,The COAS reiterated the offer for any assistance in tackling the bush fires in Australia.,Pakistan,11-1-2020,all
FM to visit Tehran Riyadh Washington in bid to defuse regional tension,Qureshi will tour the three capitals to convey Pakistan’s desire to help in de-escalating the situation.,Newspaper,12-1-2020,all
Ministry’s appeal against lawyer’s release order rejected,The LHC registrar office raises the objection that the court’s verdict in a habeas corpus matter can't be challenged.,Pakistan,11-1-2020,all
Opposition govt senators trade barbs over gas shortage,Some treasury members join protest over gas crisis in Balochistan.,Pakistan,11-1-2020,all
Bank Alfalah wins Best Bank Award for 2019,Bank Alfalah also won the Best Consumer Franchise Award for 2019.,Newspaper,11-1-2020,all
Iran to analyse flight data itself as missile blamed for air crash,Evidence suggests plane was brought down by Iranian missile says Canadian prime minister.,Newspaper,11-1-2020,all
Strong winds create ‘megablaze’ in Australia,Fire service spokesman Anthony Bradstreet says it was believed the blaze was sparked by dry lightning.,Newspaper,11-1-2020,all
