Story Heading,Story Excerpt,Section,Date,Source
Court rules unelected aides to PM can’t head govt bodies,Sets aside notification about formation of cabinet committee on privatisation.,Pakistan,8-12-2020,dawn
Court rules unelected aides to PM can’t head govt bodies,Sets aside notification about formation of cabinet committee on privatisation.,Pakistan,8-12-2020,dawn
Second wave may become deadlier with virus mutation,Govt sees no difference between two waves except cold weather; expects virus to peak by end of December.,Pakistan,9-12-2020,dawn
Second wave may become deadlier with virus mutation,Govt sees no difference between two waves except cold weather; expects virus to peak by end of December.,Pakistan,9-12-2020,dawn
Imran wants MQM taken on board over Rs1.1tr Karachi plan,IT Minister Aminul Haq says he raised the issue in the cabinet as MQM was not invited in past two meetings regarding the project.,Pakistan,9-12-2020,dawn
Imran wants MQM taken on board over Rs1.1tr Karachi plan,IT Minister Aminul Haq says he raised the issue in the cabinet as MQM was not invited in past two meetings regarding the project.,Pakistan,9-12-2020,dawn
ECP body meeting auditing PTI accounts put off indefinitely,Meeting has been delayed due to Covid-19 pandemic sources say.,Pakistan,9-12-2020,dawn
ECP body meeting auditing PTI accounts put off indefinitely,Meeting has been delayed due to Covid-19 pandemic sources say.,Pakistan,9-12-2020,dawn
Opposition MPs will submit resignations to party heads by 31st,PPP leaders were not enthusiastic about submitting resignations sources say.,Pakistan,9-12-2020,dawn
Opposition MPs will submit resignations to party heads by 31st,PPP leaders were not enthusiastic about submitting resignations sources say.,Pakistan,9-12-2020,dawn
By-polls on vacant seats if opposition resigns: PM,PM Imran says he is willing to speak to PDM leaders on everything except giving them NRO.,Pakistan,9-12-2020,dawn
By-polls on vacant seats if opposition resigns: PM,PM Imran says he is willing to speak to PDM leaders on everything except giving them NRO.,Pakistan,9-12-2020,dawn
Next five years’ economic growth not encouraging,Report projects population to reach 383 million by 2050.,Pakistan,10-12-2020,dawn
Next five years’ economic growth not encouraging,Report projects population to reach 383 million by 2050.,Pakistan,10-12-2020,dawn
Army put on high alert amid threat of Indian strike,Official says “false flag operation” being planned by India to divert the world’s attention from several of its internal issues.,Pakistan,10-12-2020,dawn
Army put on high alert amid threat of Indian strike,Official says “false flag operation” being planned by India to divert the world’s attention from several of its internal issues.,Pakistan,10-12-2020,dawn
Tech firms seek PM’s support for critical changes to new rules,AIC says instead of forcing companies to open local offices Pakistan should facilitate foreign investment through incentives.,Pakistan,10-12-2020,dawn
Tech firms seek PM’s support for critical changes to new rules,AIC says instead of forcing companies to open local offices Pakistan should facilitate foreign investment through incentives.,Pakistan,10-12-2020,dawn
Opposition resignations unlikely to hamper Senate poll process,Laws are silent on number of legislators in attendance for voting process.,Pakistan,10-12-2020,dawn
Opposition resignations unlikely to hamper Senate poll process,Laws are silent on number of legislators in attendance for voting process.,Pakistan,10-12-2020,dawn
PM dares opposition on no-trust motion against him,Premier says he didn’t backtrack from dialogue.,Pakistan,10-12-2020,dawn
PM dares opposition on no-trust motion against him,Premier says he didn’t backtrack from dialogue.,Pakistan,10-12-2020,dawn
LNG spot market cold-shoulders Pakistan,This is the first time Pakistan has not received a bid since it entered the spot market five years ago.,Pakistan,11-12-2020,dawn
LNG spot market cold-shoulders Pakistan,This is the first time Pakistan has not received a bid since it entered the spot market five years ago.,Pakistan,11-12-2020,dawn
Afghanistan Iran open first rail network,Train links Iran's Khaf city with Afganistan's Rozanak about 150 kilometres away but is scheduled to be expanded to reach Herat.,Pakistan,11-12-2020,dawn
Afghanistan Iran open first rail network,Train links Iran's Khaf city with Afganistan's Rozanak about 150 kilometres away but is scheduled to be expanded to reach Herat.,Pakistan,11-12-2020,dawn
Maryam challenges attachment of properties in NAB case,Maryam says Murree and Chhangla Galli properties were owned by her late mother.,Pakistan,11-12-2020,dawn
Maryam challenges attachment of properties in NAB case,Maryam says Murree and Chhangla Galli properties were owned by her late mother.,Pakistan,11-12-2020,dawn
India shamed over anti-Pakistan disinformation network,PM calls for world community to take notice of ‘rogue Indian regime’...,Pakistan,11-12-2020,dawn
India shamed over anti-Pakistan disinformation network,PM calls for world community to take notice of ‘rogue Indian regime’...,Pakistan,11-12-2020,dawn
PM urges opposition to put off rallies to save lives,NCC observes huge difference in SOPs compliance during first and second wave of pandemic.,Pakistan,11-12-2020,dawn
PM urges opposition to put off rallies to save lives,NCC observes huge difference in SOPs compliance during first and second wave of pandemic.,Pakistan,11-12-2020,dawn
Pakistan signed up for $10.5bn foreign loan in FY20,Country received $10.7bn in foreign assistance during same period.,Pakistan,12-12-2020,dawn
Pakistan signed up for $10.5bn foreign loan in FY20,Country received $10.7bn in foreign assistance during same period.,Pakistan,12-12-2020,dawn
Virgin Atlantic launches operations in Pakistan,RAWALPINDI: A year after British Airways’ resumption of operations in Pakistan another British airline Virgin...,Pakistan,12-12-2020,dawn
Virgin Atlantic launches operations in Pakistan,RAWALPINDI: A year after British Airways’ resumption of operations in Pakistan another British airline Virgin...,Pakistan,12-12-2020,dawn
PDM sees no chance of ‘third force’ intervention,Maryam claims ministers approaching PML-N for dialogue.,Pakistan,12-12-2020,dawn
PDM sees no chance of ‘third force’ intervention,Maryam claims ministers approaching PML-N for dialogue.,Pakistan,12-12-2020,dawn
UN EU urged to probe Indian bid to malign Pakistan,ISLAMABAD: Pakistan on Friday called on the United Nations and the European Union to investigate the abuse of their...,Pakistan,12-12-2020,dawn
UN EU urged to probe Indian bid to malign Pakistan,ISLAMABAD: Pakistan on Friday called on the United Nations and the European Union to investigate the abuse of their...,Pakistan,12-12-2020,dawn
Rashid gets interior ministry in surprise reshuffle,Hafeez appointed finance minister; Ijaz & Azam given portfolios of narcotics control railways.,Pakistan,12-12-2020,dawn
Rashid gets interior ministry in surprise reshuffle,Hafeez appointed finance minister; Ijaz & Azam given portfolios of narcotics control railways.,Pakistan,12-12-2020,dawn
Slain Taliban chief had life insurance policy court told,Warrants out for Peshawar Quetta land revenue officers over Mullah Akhtar Mansour’s properties.,Pakistan,13-12-2020,dawn
Slain Taliban chief had life insurance policy court told,Warrants out for Peshawar Quetta land revenue officers over Mullah Akhtar Mansour’s properties.,Pakistan,13-12-2020,dawn
Pakistan will plant 10 billion trees in three years: PM,ISLAMABAD: Prime Min­ister Imran Khan has told the world leaders that Pakistan has decided to have nature-based...,Pakistan,13-12-2020,dawn
Pakistan will plant 10 billion trees in three years: PM,ISLAMABAD: Prime Min­ister Imran Khan has told the world leaders that Pakistan has decided to have nature-based...,Pakistan,13-12-2020,dawn
Pakistan's allocation for vaccine purchase raised to $250m,By the end of 2021 it would be available to the masses says parliamentary secretary.,Pakistan,13-12-2020,dawn
Pakistan's allocation for vaccine purchase raised to $250m,By the end of 2021 it would be available to the masses says parliamentary secretary.,Pakistan,13-12-2020,dawn
Stage set for PDM power show in Lahore today,PML-N workers break locks of Minar-i-Pakistan’s main gate make arrangements for event.,Pakistan,13-12-2020,dawn
Stage set for PDM power show in Lahore today,PML-N workers break locks of Minar-i-Pakistan’s main gate make arrangements for event.,Pakistan,13-12-2020,dawn
Govt decides to act swiftly over sedition incitement to disorder,Interior secretary empowered to lodge complaints; Opposition lawmaker says govt intent will be clear in a few days.,Pakistan,13-12-2020,dawn
Govt decides to act swiftly over sedition incitement to disorder,Interior secretary empowered to lodge complaints; Opposition lawmaker says govt intent will be clear in a few days.,Pakistan,13-12-2020,dawn
Over 65pc retiring senators belong to opposition,Opposition Leader Zafarul Haq Deputy Chairman Mandviwala Information Minister Shibli Faraz among those set to retire.,Pakistan,14-12-2020,dawn
Over 65pc retiring senators belong to opposition,Opposition Leader Zafarul Haq Deputy Chairman Mandviwala Information Minister Shibli Faraz among those set to retire.,Pakistan,14-12-2020,dawn
25 injured in Rawalpindi grenade explosion,CPO says the possibility of terrorism cannot be ruled out in the latest attack.,Pakistan,14-12-2020,dawn
25 injured in Rawalpindi grenade explosion,CPO says the possibility of terrorism cannot be ruled out in the latest attack.,Pakistan,14-12-2020,dawn
Pakistan reports 72 Covid-19 fatalities,Data shows in Multan 58pc ventilators are occupied in Islamabad 52pc; Lahore 37pc; and in Peshawar 28pc.,Pakistan,14-12-2020,dawn
Pakistan reports 72 Covid-19 fatalities,Data shows in Multan 58pc ventilators are occupied in Islamabad 52pc; Lahore 37pc; and in Peshawar 28pc.,Pakistan,14-12-2020,dawn
PM blames PDM for endangering lives as PTI exults at ‘flop show’,Reiterates stance on NRO; Buzdar says Punjab people have rejected opposition’s negative politics.,Pakistan,14-12-2020,dawn
PM blames PDM for endangering lives as PTI exults at ‘flop show’,Reiterates stance on NRO; Buzdar says Punjab people have rejected opposition’s negative politics.,Pakistan,14-12-2020,dawn
PDM rules out talks declares it’s time for long march,• Fazl declares ‘rigged system’ unsustainable • Bilawal says people’s mandate not behind PTI govt • Nawaz reaffirms stand on,Pakistan,14-12-2020,dawn
PDM rules out talks declares it’s time for long march,• Fazl declares ‘rigged system’ unsustainable • Bilawal says people’s mandate not behind PTI govt • Nawaz reaffirms stand on,Pakistan,14-12-2020,dawn
Oil crisis probe calls for disbanding Ogra,Inquiry report says the petroleum division’s decision to impose a ban on petrol import in March was wrong in the first place.,Pakistan,15-12-2020,dawn
Oil crisis probe calls for disbanding Ogra,Inquiry report says the petroleum division’s decision to impose a ban on petrol import in March was wrong in the first place.,Pakistan,15-12-2020,dawn
COAS assures US envoy of support for regional peace,Matters of mutual interest including the overall regional security situation were discussed the ISPR says.,Pakistan,15-12-2020,dawn
COAS assures US envoy of support for regional peace,Matters of mutual interest including the overall regional security situation were discussed the ISPR says.,Pakistan,15-12-2020,dawn
PM says PDM’s anti-govt drive buried in Lahore,Blames opposition for endangering lives amid pandemic.,Pakistan,15-12-2020,dawn
